order_id,order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
ORD-06894,2022-01-05,2022,Q1,1,January,North America,Canada,Clothing,Shoes,Corporate,2,281.99,563.98,422.71,141.27,25.05
ORD-07877,2022-01-05,2022,Q1,1,January,Europe,Germany,Clothing,Pants,Corporate,2,320.75,641.5,482.52,158.98,24.78
ORD-03824,2022-01-05,2022,Q1,1,January,North America,Canada,Office Supplies,Paper,Home Office,3,256.42,769.26,596.15,173.11,22.5
ORD-08643,2022-01-05,2022,Q1,1,January,Europe,Italy,Electronics,Smartphones,Consumer,2,1994.32,3988.64,2405.79,1582.85,39.68
ORD-04534,2022-01-05,2022,Q1,1,January,Asia Pacific,Japan,Clothing,Shoes,Home Office,8,316.92,2535.36,1375.64,1159.72,45.74
ORD-05200,2022-01-05,2022,Q1,1,January,Europe,Germany,Furniture,Desks,Corporate,1,892.64,892.64,677.21,215.43,24.13
ORD-09004,2022-01-05,2022,Q1,1,January,Europe,UK,Office Supplies,Notebooks,Corporate,3,236.84,710.52,427.02,283.5,39.9
ORD-09680,2022-01-05,2022,Q1,1,January,North America,Canada,Electronics,Smartphones,Home Office,6,952.06,5712.36,4181.84,1530.52,26.79
ORD-04396,2022-01-05,2022,Q1,1,January,North America,Canada,Office Supplies,Pens,Consumer,5,213.19,1065.95,552.57,513.38,48.16
ORD-04284,2022-01-06,2022,Q1,1,January,Asia Pacific,India,Office Supplies,Printers,Corporate,4,243.6,974.4,659.36,315.04,32.33
ORD-03091,2022-01-06,2022,Q1,1,January,Europe,UK,Office Supplies,Notebooks,Consumer,3,39.9,119.7,92.76,26.94,22.51
ORD-09050,2022-01-06,2022,Q1,1,January,Asia Pacific,Australia,Electronics,Laptops,Consumer,7,962.12,6734.84,4571.95,2162.89,32.11
ORD-04539,2022-01-06,2022,Q1,1,January,Latin America,Colombia,Furniture,Chairs,Consumer,9,1260.43,11343.87,6937.84,4406.03,38.84
ORD-08761,2022-01-06,2022,Q1,1,January,Latin America,Colombia,Clothing,Jackets,Corporate,8,23.6,188.8,147.01,41.79,22.13
ORD-04339,2022-01-06,2022,Q1,1,January,Asia Pacific,India,Clothing,Pants,Consumer,10,98.16,981.6,594.46,387.14,39.44
ORD-05241,2022-01-06,2022,Q1,1,January,Asia Pacific,Japan,Clothing,Shirts,Home Office,4,497.49,1989.96,1403.59,586.37,29.47
ORD-08455,2022-01-07,2022,Q1,1,January,North America,Canada,Furniture,Desks,Home Office,6,882.84,5297.04,3622.29,1674.75,31.62
ORD-08521,2022-01-07,2022,Q1,1,January,Latin America,Colombia,Office Supplies,Pens,Corporate,3,10.65,31.95,24.14,7.81,24.44
ORD-01660,2022-01-07,2022,Q1,1,January,North America,USA,Office Supplies,Printers,Corporate,9,141.88,1276.92,862.02,414.9,32.49
ORD-07124,2022-01-07,2022,Q1,1,January,Latin America,Colombia,Office Supplies,Printers,Corporate,3,116.58,349.74,210.13,139.61,39.92
ORD-03240,2022-01-08,2022,Q1,1,January,North America,Mexico,Clothing,Shoes,Corporate,5,162.83,814.15,423.4,390.75,47.99
ORD-02683,2022-01-08,2022,Q1,1,January,Europe,Spain,Office Supplies,Printers,Corporate,5,211.94,1059.7,563.56,496.14,46.82
ORD-08398,2022-01-08,2022,Q1,1,January,Europe,Germany,Clothing,Pants,Consumer,8,291.25,2330.0,1701.85,628.15,26.96
ORD-04093,2022-01-08,2022,Q1,1,January,Asia Pacific,Australia,Furniture,Sofas,Corporate,4,451.66,1806.64,1115.94,690.7,38.23
ORD-02339,2022-01-08,2022,Q1,1,January,Europe,France,Office Supplies,Printers,Corporate,6,231.93,1391.58,1010.73,380.85,27.37
ORD-06737,2022-01-08,2022,Q1,1,January,Europe,Spain,Furniture,Shelves,Home Office,10,1373.7,13737.0,9716.73,4020.27,29.27
ORD-09369,2022-01-08,2022,Q1,1,January,Latin America,Brazil,Furniture,Desks,Corporate,9,498.67,4488.03,3105.25,1382.78,30.81
ORD-05698,2022-01-08,2022,Q1,1,January,Latin America,Brazil,Office Supplies,Notebooks,Home Office,4,149.24,596.96,448.74,148.22,24.83
ORD-09477,2022-01-08,2022,Q1,1,January,Asia Pacific,Australia,Clothing,Shirts,Corporate,5,212.22,1061.1,612.8,448.3,42.25
ORD-00671,2022-01-08,2022,Q1,1,January,Latin America,Argentina,Clothing,Jackets,Consumer,2,425.14,850.28,562.92,287.36,33.8
ORD-08457,2022-01-09,2022,Q1,1,January,Asia Pacific,China,Office Supplies,Pens,Consumer,2,140.08,280.16,213.04,67.12,23.96
ORD-08524,2022-01-09,2022,Q1,1,January,Europe,France,Furniture,Desks,Home Office,3,1486.78,4460.34,2564.37,1895.97,42.51
ORD-09254,2022-01-09,2022,Q1,1,January,Europe,Spain,Office Supplies,Printers,Consumer,2,224.11,448.22,328.31,119.91,26.75
ORD-05874,2022-01-09,2022,Q1,1,January,Europe,UK,Clothing,Shoes,Consumer,9,118.46,1066.14,568.77,497.37,46.65
ORD-05295,2022-01-10,2022,Q1,1,January,Latin America,Brazil,Clothing,Shoes,Corporate,5,261.42,1307.1,807.98,499.12,38.19
ORD-04585,2022-01-10,2022,Q1,1,January,Asia Pacific,Japan,Clothing,Jackets,Consumer,9,450.83,4057.47,2283.43,1774.04,43.72
ORD-03475,2022-01-10,2022,Q1,1,January,Asia Pacific,Australia,Clothing,Shirts,Home Office,8,408.0,3264.0,1926.91,1337.09,40.96
ORD-05632,2022-01-10,2022,Q1,1,January,Asia Pacific,China,Clothing,Shoes,Home Office,1,471.71,471.71,291.94,179.77,38.11
ORD-04791,2022-01-10,2022,Q1,1,January,Latin America,Argentina,Office Supplies,Notebooks,Home Office,4,159.43,637.72,481.79,155.93,24.45
ORD-04115,2022-01-10,2022,Q1,1,January,Asia Pacific,Japan,Clothing,Pants,Consumer,6,441.82,2650.92,2045.52,605.4,22.84
ORD-05156,2022-01-10,2022,Q1,1,January,Asia Pacific,Australia,Furniture,Desks,Home Office,4,470.39,1881.56,954.78,926.78,49.26
ORD-02954,2022-01-10,2022,Q1,1,January,Europe,Spain,Electronics,Laptops,Corporate,6,959.08,5754.48,3842.43,1912.05,33.23
ORD-00501,2022-01-10,2022,Q1,1,January,Asia Pacific,Japan,Clothing,Shirts,Consumer,9,288.14,2593.26,1525.55,1067.71,41.17
ORD-01146,2022-01-11,2022,Q1,1,January,Europe,Spain,Office Supplies,Paper,Home Office,1,65.93,65.93,43.57,22.36,33.91
ORD-09359,2022-01-11,2022,Q1,1,January,Asia Pacific,China,Electronics,Smartphones,Home Office,5,1061.93,5309.65,3746.63,1563.02,29.44
ORD-06190,2022-01-11,2022,Q1,1,January,North America,Mexico,Electronics,Smartphones,Corporate,8,1568.08,12544.64,7262.44,5282.2,42.11
ORD-07039,2022-01-11,2022,Q1,1,January,North America,Canada,Office Supplies,Notebooks,Corporate,8,253.9,2031.2,1254.53,776.67,38.24
ORD-01835,2022-01-11,2022,Q1,1,January,Latin America,Brazil,Office Supplies,Notebooks,Home Office,9,78.85,709.65,511.66,197.99,27.9
ORD-02588,2022-01-11,2022,Q1,1,January,Latin America,Argentina,Office Supplies,Paper,Corporate,10,235.44,2354.4,1227.56,1126.84,47.86
ORD-01165,2022-01-11,2022,Q1,1,January,North America,Canada,Electronics,Laptops,Corporate,5,286.41,1432.05,748.26,683.79,47.75
ORD-04709,2022-01-11,2022,Q1,1,January,Asia Pacific,India,Office Supplies,Notebooks,Home Office,4,270.14,1080.56,826.19,254.37,23.54
ORD-09471,2022-01-11,2022,Q1,1,January,Europe,Spain,Clothing,Shirts,Consumer,10,375.24,3752.4,2414.89,1337.51,35.64
ORD-00700,2022-01-11,2022,Q1,1,January,Latin America,Brazil,Electronics,Accessories,Home Office,9,1520.26,13682.34,6979.17,6703.17,48.99
ORD-00895,2022-01-11,2022,Q1,1,January,Latin America,Brazil,Office Supplies,Paper,Consumer,1,265.23,265.23,211.41,53.82,20.29
ORD-09976,2022-01-11,2022,Q1,1,January,North America,Mexico,Furniture,Shelves,Consumer,9,1209.94,10889.46,6345.99,4543.47,41.72
ORD-09853,2022-01-12,2022,Q1,1,January,Latin America,Colombia,Clothing,Shirts,Corporate,2,108.79,217.58,125.94,91.64,42.12
ORD-03911,2022-01-12,2022,Q1,1,January,North America,USA,Electronics,Laptops,Home Office,1,1010.4,1010.4,551.32,459.08,45.44
ORD-00053,2022-01-12,2022,Q1,1,January,North America,Canada,Furniture,Desks,Home Office,9,1225.75,11031.75,7053.31,3978.44,36.06
ORD-01313,2022-01-12,2022,Q1,1,January,Asia Pacific,Japan,Furniture,Chairs,Home Office,6,852.82,5116.92,2703.85,2413.07,47.16
ORD-05957,2022-01-12,2022,Q1,1,January,Latin America,Brazil,Office Supplies,Printers,Consumer,5,196.28,981.4,756.74,224.66,22.89
ORD-00813,2022-01-12,2022,Q1,1,January,Asia Pacific,China,Clothing,Shoes,Consumer,10,474.76,4747.6,2557.99,2189.61,46.12
ORD-02293,2022-01-13,2022,Q1,1,January,Latin America,Brazil,Furniture,Shelves,Consumer,6,566.22,3397.32,1921.01,1476.31,43.46
ORD-07719,2022-01-13,2022,Q1,1,January,Latin America,Colombia,Clothing,Shirts,Home Office,3,347.83,1043.49,799.45,244.04,23.39
ORD-00139,2022-01-13,2022,Q1,1,January,Europe,France,Clothing,Shirts,Home Office,1,88.1,88.1,46.48,41.62,47.24
ORD-06403,2022-01-13,2022,Q1,1,January,Latin America,Argentina,Office Supplies,Paper,Consumer,7,103.75,726.25,496.0,230.25,31.7
ORD-03509,2022-01-13,2022,Q1,1,January,Latin America,Argentina,Furniture,Shelves,Consumer,2,712.68,1425.36,1121.72,303.64,21.3
ORD-06898,2022-01-13,2022,Q1,1,January,Europe,UK,Clothing,Shoes,Corporate,8,27.44,219.52,147.06,72.46,33.01
ORD-02982,2022-01-13,2022,Q1,1,January,Europe,Italy,Furniture,Sofas,Home Office,1,876.93,876.93,671.83,205.1,23.39
ORD-02170,2022-01-13,2022,Q1,1,January,Latin America,Colombia,Office Supplies,Pens,Home Office,5,258.46,1292.3,945.51,346.79,26.84
ORD-02108,2022-01-13,2022,Q1,1,January,Europe,France,Clothing,Pants,Consumer,10,67.51,675.1,484.5,190.6,28.23
ORD-07235,2022-01-13,2022,Q1,1,January,Europe,Italy,Clothing,Shoes,Consumer,2,300.51,601.02,335.37,265.65,44.2
ORD-03399,2022-01-13,2022,Q1,1,January,Asia Pacific,China,Clothing,Jackets,Consumer,4,67.38,269.52,144.64,124.88,46.33
ORD-06587,2022-01-13,2022,Q1,1,January,Latin America,Argentina,Office Supplies,Printers,Corporate,9,41.78,376.02,282.33,93.69,24.92
ORD-07264,2022-01-14,2022,Q1,1,January,Latin America,Brazil,Office Supplies,Notebooks,Home Office,1,107.8,107.8,57.46,50.34,46.7
ORD-00478,2022-01-14,2022,Q1,1,January,Europe,Italy,Furniture,Desks,Consumer,5,207.92,1039.6,585.77,453.83,43.65
ORD-07973,2022-01-14,2022,Q1,1,January,North America,USA,Electronics,Laptops,Home Office,1,578.54,578.54,456.19,122.35,21.15
ORD-01206,2022-01-14,2022,Q1,1,January,Latin America,Colombia,Furniture,Chairs,Consumer,3,194.0,582.0,396.42,185.58,31.89
ORD-03378,2022-01-14,2022,Q1,1,January,Europe,Spain,Office Supplies,Notebooks,Corporate,10,200.79,2007.9,1345.96,661.94,32.97
ORD-00729,2022-01-14,2022,Q1,1,January,Latin America,Colombia,Office Supplies,Printers,Consumer,8,60.72,485.76,346.38,139.38,28.69
ORD-04052,2022-01-14,2022,Q1,1,January,Asia Pacific,Australia,Office Supplies,Notebooks,Home Office,8,131.77,1054.16,549.56,504.6,47.87
ORD-08226,2022-01-15,2022,Q1,1,January,Latin America,Colombia,Furniture,Desks,Home Office,2,1242.43,2484.86,1440.48,1044.38,42.03
ORD-01043,2022-01-15,2022,Q1,1,January,Europe,UK,Furniture,Sofas,Consumer,5,653.5,3267.5,1991.05,1276.45,39.07
ORD-02605,2022-01-15,2022,Q1,1,January,Latin America,Argentina,Office Supplies,Notebooks,Home Office,5,216.24,1081.2,696.37,384.83,35.59
ORD-06927,2022-01-15,2022,Q1,1,January,North America,Mexico,Clothing,Jackets,Corporate,5,315.98,1579.9,864.5,715.4,45.28
ORD-02426,2022-01-15,2022,Q1,1,January,Europe,UK,Electronics,Tablets,Home Office,8,1611.88,12895.04,9802.03,3093.01,23.99
ORD-07791,2022-01-15,2022,Q1,1,January,Europe,Italy,Office Supplies,Pens,Home Office,3,45.98,137.94,110.15,27.79,20.15
ORD-03930,2022-01-15,2022,Q1,1,January,Latin America,Colombia,Electronics,Accessories,Home Office,1,1063.07,1063.07,762.18,300.89,28.3
ORD-02631,2022-01-15,2022,Q1,1,January,Asia Pacific,India,Electronics,Smartphones,Home Office,8,1947.02,15576.16,11748.62,3827.54,24.57
ORD-07795,2022-01-15,2022,Q1,1,January,Asia Pacific,China,Electronics,Tablets,Consumer,1,1273.7,1273.7,773.75,499.95,39.25
ORD-07224,2022-01-16,2022,Q1,1,January,Asia Pacific,China,Clothing,Jackets,Corporate,5,99.34,496.7,248.84,247.86,49.9
ORD-06599,2022-01-16,2022,Q1,1,January,Europe,France,Office Supplies,Printers,Consumer,4,263.56,1054.24,820.56,233.68,22.17
ORD-01723,2022-01-16,2022,Q1,1,January,Europe,UK,Clothing,Shirts,Consumer,6,253.71,1522.26,828.79,693.47,45.56
ORD-07149,2022-01-16,2022,Q1,1,January,Europe,UK,Electronics,Smartphones,Corporate,10,1951.98,19519.8,13446.99,6072.81,31.11
ORD-06540,2022-01-16,2022,Q1,1,January,North America,Mexico,Clothing,Shoes,Home Office,8,150.36,1202.88,622.4,580.48,48.26
ORD-04095,2022-01-16,2022,Q1,1,January,North America,Canada,Furniture,Desks,Home Office,8,1387.79,11102.32,6876.69,4225.63,38.06
ORD-00647,2022-01-16,2022,Q1,1,January,Latin America,Colombia,Furniture,Shelves,Consumer,9,675.17,6076.53,4088.93,1987.6,32.71
ORD-06276,2022-01-16,2022,Q1,1,January,Asia Pacific,Australia,Clothing,Shoes,Consumer,8,354.37,2834.96,1778.31,1056.65,37.27
ORD-01743,2022-01-16,2022,Q1,1,January,Asia Pacific,India,Electronics,Smartphones,Consumer,10,1717.44,17174.4,11269.06,5905.34,34.38
ORD-06710,2022-01-16,2022,Q1,1,January,Europe,Spain,Electronics,Laptops,Corporate,5,409.09,2045.45,1030.37,1015.08,49.63
ORD-01049,2022-01-17,2022,Q1,1,January,Latin America,Argentina,Office Supplies,Notebooks,Consumer,7,150.92,1056.44,606.74,449.7,42.57
ORD-05197,2022-01-17,2022,Q1,1,January,North America,USA,Clothing,Jackets,Home Office,8,55.27,442.16,351.03,91.13,20.61
ORD-09901,2022-01-17,2022,Q1,1,January,Asia Pacific,Japan,Furniture,Chairs,Home Office,9,1013.51,9121.59,5737.94,3383.65,37.09
ORD-05204,2022-01-17,2022,Q1,1,January,Asia Pacific,China,Electronics,Laptops,Corporate,4,212.47,849.88,424.95,424.93,50.0
ORD-08714,2022-01-17,2022,Q1,1,January,Latin America,Colombia,Clothing,Shirts,Consumer,10,379.98,3799.8,1945.65,1854.15,48.8
ORD-03689,2022-01-17,2022,Q1,1,January,Asia Pacific,Japan,Office Supplies,Pens,Home Office,4,232.59,930.36,665.86,264.5,28.43
ORD-06223,2022-01-17,2022,Q1,1,January,North America,USA,Furniture,Desks,Consumer,9,252.52,2272.68,1725.7,546.98,24.07
ORD-01914,2022-01-17,2022,Q1,1,January,North America,Mexico,Furniture,Sofas,Home Office,3,467.35,1402.05,786.81,615.24,43.88
ORD-05414,2022-01-17,2022,Q1,1,January,Europe,UK,Furniture,Desks,Consumer,3,1072.11,3216.33,2394.9,821.43,25.54
ORD-03884,2022-01-17,2022,Q1,1,January,Europe,Spain,Office Supplies,Printers,Corporate,1,118.32,118.32,70.39,47.93,40.51
ORD-03484,2022-01-18,2022,Q1,1,January,Asia Pacific,Australia,Office Supplies,Pens,Corporate,9,248.56,2237.04,1702.21,534.83,23.91
ORD-00511,2022-01-18,2022,Q1,1,January,North America,Mexico,Furniture,Sofas,Corporate,6,913.41,5480.46,3334.75,2145.71,39.15
ORD-02500,2022-01-18,2022,Q1,1,January,North America,Mexico,Furniture,Shelves,Corporate,7,1121.07,7847.49,4319.26,3528.23,44.96
ORD-04509,2022-01-18,2022,Q1,1,January,Asia Pacific,China,Office Supplies,Printers,Corporate,7,47.86,335.02,170.17,164.85,49.21
ORD-08557,2022-01-18,2022,Q1,1,January,Latin America,Argentina,Electronics,Tablets,Consumer,4,1889.14,7556.56,5674.84,1881.72,24.9
ORD-07679,2022-01-18,2022,Q1,1,January,Asia Pacific,Japan,Electronics,Smartphones,Consumer,1,231.14,231.14,137.35,93.79,40.58
ORD-02640,2022-01-19,2022,Q1,1,January,Latin America,Argentina,Office Supplies,Paper,Consumer,5,105.19,525.95,371.85,154.1,29.3
ORD-00393,2022-01-19,2022,Q1,1,January,Latin America,Brazil,Furniture,Chairs,Corporate,10,413.28,4132.8,3064.58,1068.22,25.85
ORD-07970,2022-01-19,2022,Q1,1,January,North America,Canada,Office Supplies,Paper,Corporate,8,37.64,301.12,182.01,119.11,39.56
ORD-09889,2022-01-19,2022,Q1,1,January,Europe,Italy,Electronics,Accessories,Corporate,5,1880.98,9404.9,5335.54,4069.36,43.27
ORD-00452,2022-01-19,2022,Q1,1,January,North America,Mexico,Office Supplies,Printers,Consumer,10,79.7,797.0,618.14,178.86,22.44
ORD-07943,2022-01-19,2022,Q1,1,January,Europe,France,Furniture,Desks,Home Office,4,203.78,815.12,609.22,205.9,25.26
ORD-02011,2022-01-19,2022,Q1,1,January,Latin America,Brazil,Furniture,Chairs,Corporate,5,344.87,1724.35,955.83,768.52,44.57
ORD-06821,2022-01-19,2022,Q1,1,January,Asia Pacific,Australia,Electronics,Laptops,Corporate,8,484.77,3878.16,2585.67,1292.49,33.33
ORD-00257,2022-01-19,2022,Q1,1,January,Europe,Spain,Clothing,Shoes,Home Office,10,49.02,490.2,379.33,110.87,22.62
ORD-08885,2022-01-20,2022,Q1,1,January,Asia Pacific,Japan,Clothing,Shirts,Consumer,6,364.74,2188.44,1635.25,553.19,25.28
ORD-01408,2022-01-20,2022,Q1,1,January,Latin America,Brazil,Clothing,Pants,Consumer,10,302.69,3026.9,2199.54,827.36,27.33
ORD-00932,2022-01-20,2022,Q1,1,January,Latin America,Colombia,Office Supplies,Notebooks,Corporate,7,75.39,527.73,372.43,155.3,29.43
ORD-09820,2022-01-20,2022,Q1,1,January,North America,Canada,Office Supplies,Paper,Consumer,1,276.45,276.45,147.79,128.66,46.54
ORD-07960,2022-01-20,2022,Q1,1,January,Europe,Germany,Electronics,Accessories,Home Office,7,1167.2,8170.4,6023.34,2147.06,26.28
ORD-00296,2022-01-20,2022,Q1,1,January,Latin America,Brazil,Furniture,Sofas,Corporate,9,1449.36,13044.24,9077.76,3966.48,30.41
ORD-09760,2022-01-20,2022,Q1,1,January,Europe,UK,Furniture,Sofas,Home Office,5,473.38,2366.9,1239.12,1127.78,47.65
ORD-08818,2022-01-20,2022,Q1,1,January,Europe,Italy,Clothing,Shirts,Corporate,3,399.9,1199.7,831.09,368.61,30.73
ORD-03536,2022-01-20,2022,Q1,1,January,Europe,Spain,Furniture,Sofas,Consumer,1,426.97,426.97,287.25,139.72,32.72
ORD-00420,2022-01-20,2022,Q1,1,January,Europe,France,Office Supplies,Notebooks,Home Office,10,269.41,2694.1,1563.91,1130.19,41.95
ORD-00262,2022-01-20,2022,Q1,1,January,Europe,Germany,Clothing,Jackets,Consumer,6,329.56,1977.36,1324.35,653.01,33.02
ORD-09053,2022-01-21,2022,Q1,1,January,North America,Canada,Furniture,Chairs,Consumer,1,660.37,660.37,381.99,278.38,42.16
ORD-07641,2022-01-21,2022,Q1,1,January,Latin America,Brazil,Clothing,Shirts,Consumer,1,287.44,287.44,176.85,110.59,38.47
ORD-05904,2022-01-21,2022,Q1,1,January,North America,Canada,Electronics,Smartphones,Consumer,1,1571.01,1571.01,1020.19,550.82,35.06
ORD-05267,2022-01-21,2022,Q1,1,January,Asia Pacific,Australia,Clothing,Shoes,Consumer,8,32.59,260.72,193.5,67.22,25.78
ORD-04601,2022-01-21,2022,Q1,1,January,Europe,Germany,Electronics,Tablets,Consumer,7,1721.93,12053.51,6667.09,5386.42,44.69
ORD-01235,2022-01-21,2022,Q1,1,January,Europe,Italy,Electronics,Laptops,Consumer,4,1771.86,7087.44,5271.54,1815.9,25.62
ORD-00073,2022-01-21,2022,Q1,1,January,Europe,Germany,Furniture,Sofas,Home Office,4,784.01,3136.04,2217.75,918.29,29.28
ORD-06239,2022-01-21,2022,Q1,1,January,Latin America,Brazil,Furniture,Chairs,Corporate,5,584.11,2920.55,1657.28,1263.27,43.25
ORD-04253,2022-01-21,2022,Q1,1,January,North America,Canada,Clothing,Pants,Home Office,10,487.05,4870.5,2567.45,2303.05,47.29
ORD-05803,2022-01-21,2022,Q1,1,January,Europe,Italy,Furniture,Desks,Home Office,6,423.25,2539.5,1833.29,706.21,27.81
ORD-03638,2022-01-22,2022,Q1,1,January,Asia Pacific,India,Clothing,Shirts,Home Office,4,378.94,1515.76,1201.77,313.99,20.72
ORD-06208,2022-01-22,2022,Q1,1,January,Asia Pacific,India,Clothing,Shirts,Home Office,9,60.77,546.93,304.13,242.8,44.39
ORD-01556,2022-01-22,2022,Q1,1,January,North America,Canada,Clothing,Pants,Home Office,7,454.18,3179.26,1960.07,1219.19,38.35
ORD-03855,2022-01-22,2022,Q1,1,January,Asia Pacific,India,Electronics,Laptops,Home Office,6,1674.05,10044.3,7142.79,2901.51,28.89
ORD-00497,2022-01-22,2022,Q1,1,January,Europe,Spain,Office Supplies,Pens,Home Office,10,19.75,197.5,129.0,68.5,34.68
